STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_meas,Traffic and transport measurement,rep_airp,Reporting airport,schedule,Type of schedule,tra_cov,Transport coverage,TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2013,,4782263,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2014,,4802282,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2015,,5145857,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2016,,5384807,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2017,,6077947,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2018,,7036294,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2019,,7785729,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2020,,1995133,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2021,,2336134,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2022,,5368369,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2023,,6618744,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2024,,7099828,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,LV_EVRA,RIGA airport,TOT,Total,TOTAL,Total transport,2025,,7098121,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2016,,868616,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2017,,1049623,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2018,,1200748,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2019,,1291504,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2020,,338169,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2021,,647231,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2022,,1262635,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2023,,1652386,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2024,,1754189,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,INTL,International transport,2025,,1748652,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2016,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2017,,117,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2018,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2019,,31,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2020,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2021,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2022,,130,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2023,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2024,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,NAT,National transport,2025,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2016,,868616,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2017,,1049740,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2018,,1200748,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2019,,1291535,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2020,,338169,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2021,,647231,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2022,,1262765,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2023,,1652386,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2024,,1754189,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYPG,PODGORICA airport,TOT,Total,TOTAL,Total transport,2025,,1748652,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2016,,976778,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2017,,1123754,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2018,,1239738,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2019,,1361266,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2020,,183790,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2021,,661951,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2022,,645787,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2023,,840823,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2024,,1117585,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,INTL,International transport,2025,,1475724,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2016,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2017,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2018,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2019,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2020,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2021,,84,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2022,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2023,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2024,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,NAT,National transport,2025,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2016,,976778,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2017,,1123754,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2018,,1239738,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2019,,1361266,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2020,,183790,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2021,,662035,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2022,,645787,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2023,,840823,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2024,,1117585,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,ME_LYTV,TIVAT airport,TOT,Total,TOTAL,Total transport,2025,,1475724,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2015,,1452373,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2016,,1649374,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2017,,1861282,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2018,,2152746,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2019,,2353327,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2020,,709241,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2021,,1266230,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2022,,2134988,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2023,,2877450,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2024,,2946763,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,INTL,International transport,2025,,3206811,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2015,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2016,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2017,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2018,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2019,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2020,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2021,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2022,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2023,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2024,,0,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,NAT,National transport,2025,,16,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2015,,1452373,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2016,,1649374,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2017,,1861282,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2018,,2152746,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2019,,2353327,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2020,,709241,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2021,,1266230,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2022,,2134988,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2023,,2877450,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2024,,2946763,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MK_LWSK,SKOPJE airport,TOT,Total,TOTAL,Total transport,2025,,3206827,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MT_LMML,LUQA airport,TOT,Total,INTL,International transport,2004,,2752313,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MT_LMML,LUQA airport,TOT,Total,INTL,International transport,2005,,2749052,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MT_LMML,LUQA airport,TOT,Total,INTL,International transport,2006,,2692214,,,,,
dataflow,ESTAT:AVIA_PAOA(1.0),"Air passenger transport by type of schedule, transport coverage and main airports",A,Annual,PAS,Passenger,PAS_CRD,Passengers carried,MT_LMML,LUQA airport,TOT,Total,INTL,International transport,2007,,2971368,,,,,
